age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,year
36.0,management,divorced,tertiary,no,1057.0,no,no,cellular,5.0,2,383.0,2.0,-1.0,0.0,unknown,no,2022
60.0,retired,married,secondary,no,78.0,yes,no,,12.0,5,113.0,3.0,-1.0,0.0,unknown,no,2022
32.0,technician,single,secondary,no,-28.0,no,yes,,4.0,7,400.0,1.0,-1.0,0.0,unknown,no,2022
57.0,management,married,tertiary,no,929.0,no,no,cellular,19.0,8,387.0,8.0,-1.0,0.0,unknown,no,2022
34.0,blue-collar,married,primary,no,428.0,yes,no,cellular,18.0,5,59.0,2.0,-1.0,0.0,unknown,no,2022
27.0,student,single,secondary,no,268.0,yes,no,cellular,13.0,5,528.0,1.0,358.0,2.0,failure,no,2022
52.0,management,single,tertiary,no,83.0,no,no,cellular,26.0,8,1223.0,6.0,-1.0,0.0,unknown,yes,2022
45.0,admin.,divorced,unknown,no,998.0,yes,no,telephone,30.0,7,38.0,2.0,-1.0,0.0,unknown,no,2022
58.0,admin.,single,secondary,no,2223.0,no,no,cellular,4.0,12,1139.0,2.0,114.0,1.0,success,no,2022
39.0,blue-collar,single,primary,no,6.0,yes,no,cellular,19.0,11,286.0,2.0,-1.0,0.0,unknown,no,2022
48.0,blue-collar,single,secondary,no,312.0,yes,yes,cellular,3.0,2,369.0,2.0,-1.0,0.0,unknown,no,2022
36.0,management,single,secondary,no,0.0,no,no,cellular,13.0,8,333.0,5.0,-1.0,0.0,unknown,no,2022
31.0,technician,single,secondary,no,691.0,yes,no,cellular,8.0,5,198.0,1.0,-1.0,0.0,unknown,no,2022
41.0,management,married,tertiary,no,771.0,yes,no,cellular,26.0,8,106.0,8.0,-1.0,0.0,unknown,no,2022
30.0,self-employed,single,secondary,no,192.0,no,no,cellular,22.0,7,423.0,1.0,-1.0,0.0,unknown,no,2022
57.0,retired,married,tertiary,no,0.0,no,no,cellular,12.0,8,116.0,4.0,-1.0,0.0,unknown,no,2022
29.0,admin.,single,secondary,no,1070.0,yes,no,,19.0,5,30.0,1.0,357.0,1.0,other,yes,2022
29.0,services,divorced,secondary,no,84.0,yes,no,cellular,13.0,4,1101.0,2.0,-1.0,0.0,unknown,yes,2022
30.0,management,single,tertiary,no,2.0,no,no,cellular,16.0,6,102.0,1.0,85.0,1.0,failure,no,2022
44.0,management,married,tertiary,no,1242.0,yes,no,cellular,6.0,8,384.0,6.0,-1.0,0.0,unknown,no,2022
33.0,student,single,unknown,no,5969.0,no,no,cellular,4.0,9,156.0,2.0,127.0,8.0,failure,no,2022
56.0,admin.,divorced,secondary,no,3337.0,yes,no,telephone,17.0,11,99.0,3.0,-1.0,0.0,unknown,no,2022
26.0,services,single,secondary,no,1347.0,no,no,telephone,18.0,6,280.0,6.0,92.0,5.0,other,yes,2022
52.0,technician,married,secondary,no,64.0,no,no,telephone,29.0,8,20.0,2.0,-1.0,0.0,unknown,no,2022
32.0,management,single,secondary,no,249.0,yes,no,,2.0,6,258.0,1.0,-1.0,0.0,unknown,no,2022
36.0,technician,single,secondary,no,0.0,no,no,cellular,29.0,8,85.0,6.0,-1.0,0.0,unknown,no,2022
26.0,blue-collar,married,secondary,no,128.0,no,no,,4.0,7,355.0,1.0,-1.0,0.0,unknown,no,2022
37.0,blue-collar,married,secondary,no,,yes,no,,5.0,6,66.0,3.0,-1.0,0.0,unknown,no,2022
34.0,technician,married,secondary,no,351.0,yes,no,cellular,18.0,7,467.0,1.0,-1.0,0.0,unknown,no,2022
26.0,services,single,secondary,no,5533.0,yes,no,cellular,7.0,5,582.0,2.0,,4.0,failure,no,2022
32.0,services,married,secondary,no,38.0,yes,no,cellular,15.0,5,744.0,1.0,-1.0,0.0,unknown,yes,2022
30.0,management,single,tertiary,yes,35.0,no,no,cellular,30.0,7,185.0,4.0,-1.0,0.0,unknown,no,2022
27.0,technician,single,secondary,no,235.0,yes,no,cellular,12.0,5,13.0,5.0,-1.0,0.0,unknown,no,2022
42.0,admin.,single,secondary,no,30.0,yes,no,cellular,4.0,2,98.0,1.0,266.0,3.0,failure,no,2022
33.0,blue-collar,single,primary,no,92.0,yes,no,,9.0,5,127.0,1.0,-1.0,0.0,unknown,no,2022
37.0,blue-collar,married,secondary,no,67.0,no,no,,3.0,6,45.0,2.0,-1.0,0.0,unknown,no,2022
45.0,blue-collar,married,secondary,no,4022.0,yes,no,cellular,29.0,1,244.0,3.0,-1.0,0.0,unknown,no,2022
36.0,entrepreneur,married,tertiary,no,3057.0,no,no,,16.0,6,2769.0,4.0,-1.0,0.0,unknown,yes,2022
39.0,management,single,tertiary,no,0.0,yes,no,cellular,12.0,5,561.0,4.0,369.0,3.0,failure,no,2022
33.0,management,single,tertiary,no,349.0,no,no,cellular,22.0,8,182.0,1.0,-1.0,0.0,unknown,no,2022
47.0,services,married,secondary,no,2322.0,no,no,cellular,22.0,8,618.0,1.0,-1.0,0.0,unknown,no,2022
49.0,entrepreneur,married,secondary,no,167.0,yes,yes,,6.0,5,198.0,3.0,-1.0,0.0,unknown,no,2022
46.0,management,divorced,secondary,no,558.0,no,no,cellular,19.0,8,126.0,6.0,-1.0,0.0,unknown,no,2022
31.0,services,married,secondary,no,-230.0,yes,yes,cellular,16.0,7,715.0,1.0,-1.0,0.0,unknown,no,2022
43.0,unemployed,divorced,secondary,no,4094.0,yes,no,cellular,21.0,11,63.0,1.0,-1.0,0.0,unknown,no,2022
30.0,blue-collar,single,secondary,yes,239.0,yes,no,,21.0,5,412.0,1.0,-1.0,0.0,unknown,yes,2022
43.0,management,divorced,tertiary,no,497.0,no,no,cellular,13.0,5,66.0,1.0,363.0,22.0,failure,no,2022
42.0,blue-collar,married,secondary,no,179.0,yes,no,cellular,17.0,11,96.0,1.0,-1.0,0.0,unknown,no,2022
30.0,admin.,single,tertiary,no,305.0,no,no,cellular,30.0,4,633.0,1.0,85.0,2.0,success,yes,2022
33.0,management,single,tertiary,no,-67.0,yes,no,,5.0,5,364.0,1.0,-1.0,0.0,unknown,no,2022
41.0,admin.,married,secondary,no,4539.0,no,no,,30.0,5,298.0,3.0,-1.0,0.0,unknown,no,2022
29.0,blue-collar,single,secondary,no,770.0,yes,no,cellular,17.0,4,341.0,1.0,-1.0,0.0,unknown,no,2022
38.0,unemployed,married,secondary,no,-673.0,yes,no,,26.0,5,364.0,1.0,-1.0,0.0,unknown,no,2022
29.0,technician,married,tertiary,no,858.0,yes,no,cellular,12.0,6,234.0,7.0,330.0,1.0,failure,no,2022
80.0,housemaid,married,primary,no,0.0,no,no,cellular,23.0,2,639.0,1.0,189.0,1.0,failure,yes,2022
38.0,management,single,tertiary,no,5244.0,no,no,cellular,8.0,8,310.0,4.0,-1.0,0.0,unknown,no,2022
36.0,blue-collar,divorced,primary,no,117.0,yes,no,,2.0,6,123.0,4.0,-1.0,0.0,unknown,no,2022
38.0,self-employed,married,tertiary,no,846.0,no,no,cellular,2.0,6,253.0,1.0,-1.0,0.0,unknown,no,2022
44.0,management,married,secondary,yes,0.0,yes,no,cellular,11.0,7,96.0,2.0,-1.0,0.0,unknown,no,2022
31.0,management,married,tertiary,no,1331.0,no,no,cellular,30.0,4,297.0,1.0,86.0,3.0,success,yes,2022
31.0,services,single,secondary,no,31.0,yes,yes,,26.0,5,501.0,2.0,-1.0,0.0,unknown,no,2022
57.0,admin.,divorced,primary,no,179.0,yes,no,cellular,15.0,5,67.0,1.0,368.0,2.0,failure,no,2022
37.0,blue-collar,married,primary,no,543.0,yes,no,,21.0,5,281.0,1.0,-1.0,0.0,unknown,no,2022
50.0,blue-collar,married,secondary,no,253.0,yes,yes,cellular,5.0,5,475.0,2.0,-1.0,0.0,unknown,no,2022
60.0,retired,married,primary,no,71188.0,no,no,cellular,6.0,10,205.0,1.0,-1.0,0.0,unknown,no,2022
51.0,management,married,tertiary,no,5108.0,yes,no,cellular,8.0,10,272.0,1.0,102.0,8.0,other,no,2022
48.0,blue-collar,married,secondary,no,1738.0,yes,no,cellular,15.0,4,349.0,1.0,-1.0,0.0,unknown,no,2022
42.0,blue-collar,married,primary,no,-97.0,yes,no,cellular,3.0,2,216.0,4.0,271.0,5.0,failure,no,2022
36.0,blue-collar,married,secondary,no,199.0,yes,no,cellular,9.0,7,183.0,1.0,-1.0,0.0,unknown,no,2022
43.0,management,married,tertiary,no,489.0,yes,no,cellular,8.0,5,130.0,1.0,172.0,2.0,other,no,2022
31.0,admin.,married,primary,no,355.0,yes,yes,,4.0,6,61.0,6.0,-1.0,0.0,unknown,no,2022
49.0,technician,single,secondary,no,-97.0,yes,no,,6.0,6,92.0,2.0,-1.0,0.0,unknown,no,2022
35.0,management,divorced,tertiary,no,473.0,no,yes,cellular,5.0,8,37.0,2.0,-1.0,0.0,unknown,no,2022
44.0,entrepreneur,married,secondary,no,6649.0,yes,no,cellular,19.0,11,354.0,2.0,-1.0,0.0,unknown,no,2022
34.0,self-employed,married,tertiary,no,263.0,no,no,cellular,4.0,5,203.0,1.0,78.0,8.0,other,no,2022
46.0,blue-collar,married,secondary,no,781.0,no,no,,13.0,5,152.0,1.0,-1.0,0.0,unknown,no,2022
49.0,blue-collar,married,primary,no,1032.0,yes,no,,2.0,6,41.0,5.0,-1.0,0.0,unknown,no,2022
32.0,blue-collar,married,secondary,no,119.0,no,no,cellular,4.0,5,20.0,5.0,-1.0,0.0,unknown,no,2022
35.0,management,divorced,tertiary,no,434.0,yes,no,cellular,11.0,5,277.0,1.0,271.0,2.0,success,no,2022
51.0,admin.,married,secondary,no,2967.0,no,no,,17.0,6,83.0,2.0,-1.0,0.0,unknown,no,2022
57.0,retired,divorced,secondary,no,-331.0,yes,no,,6.0,5,531.0,1.0,-1.0,0.0,unknown,no,2022
59.0,management,married,tertiary,no,1585.0,no,no,telephone,28.0,8,91.0,5.0,-1.0,0.0,unknown,no,2022
40.0,services,divorced,unknown,no,4384.0,yes,no,,5.0,5,315.0,1.0,-1.0,0.0,unknown,no,2022
49.0,management,single,tertiary,no,588.0,no,no,cellular,28.0,8,70.0,9.0,-1.0,0.0,unknown,no,2022
51.0,management,married,secondary,no,3180.0,yes,no,cellular,9.0,7,384.0,1.0,-1.0,0.0,unknown,no,2022
35.0,admin.,married,secondary,yes,0.0,no,yes,,4.0,7,105.0,3.0,-1.0,0.0,unknown,no,2022
29.0,self-employed,married,secondary,no,-76.0,yes,no,,27.0,5,305.0,2.0,-1.0,0.0,unknown,no,2022
32.0,services,single,secondary,no,152.0,yes,no,cellular,25.0,5,158.0,2.0,-1.0,0.0,unknown,yes,2022
37.0,housemaid,divorced,secondary,no,1040.0,yes,no,cellular,13.0,5,199.0,1.0,173.0,2.0,failure,no,2022
49.0,unemployed,married,primary,no,-384.0,yes,no,,27.0,5,25.0,1.0,-1.0,0.0,unknown,no,2022
45.0,technician,married,unknown,no,473.0,yes,no,,27.0,5,147.0,1.0,-1.0,0.0,unknown,no,2022
34.0,technician,single,secondary,no,475.0,yes,no,cellular,29.0,7,538.0,8.0,-1.0,0.0,unknown,no,2022
53.0,technician,married,secondary,no,0.0,no,no,cellular,22.0,8,77.0,9.0,-1.0,0.0,unknown,no,2022
42.0,entrepreneur,married,primary,no,149.0,no,no,cellular,20.0,8,94.0,2.0,-1.0,0.0,unknown,no,2022
43.0,technician,married,secondary,no,3285.0,yes,no,,13.0,5,1721.0,2.0,-1.0,0.0,unknown,yes,2022
52.0,retired,married,secondary,no,424.0,no,no,cellular,19.0,11,143.0,1.0,154.0,3.0,failure,no,2022
34.0,blue-collar,single,secondary,no,,no,yes,cellular,20.0,11,104.0,1.0,-1.0,0.0,unknown,no,2022
34.0,technician,divorced,tertiary,no,674.0,yes,no,cellular,7.0,8,587.0,2.0,-1.0,0.0,unknown,yes,2022
27.0,services,married,secondary,no,0.0,yes,no,cellular,22.0,7,1608.0,13.0,-1.0,0.0,unknown,yes,2022
43.0,unemployed,married,tertiary,no,58.0,yes,no,cellular,9.0,2,48.0,4.0,-1.0,0.0,unknown,no,2022
41.0,technician,married,tertiary,no,532.0,yes,no,cellular,9.0,7,74.0,1.0,-1.0,0.0,unknown,no,2022
72.0,retired,married,secondary,no,4130.0,no,no,cellular,12.0,11,427.0,1.0,-1.0,0.0,unknown,no,2022
35.0,blue-collar,married,primary,no,422.0,yes,no,cellular,14.0,5,73.0,1.0,-1.0,0.0,unknown,no,2022
41.0,management,married,tertiary,no,437.0,yes,no,,3.0,6,14.0,21.0,-1.0,0.0,unknown,no,2022
36.0,blue-collar,divorced,primary,no,-308.0,yes,no,cellular,12.0,5,725.0,1.0,-1.0,0.0,unknown,yes,2022
51.0,housemaid,married,primary,no,30.0,yes,no,cellular,14.0,7,333.0,2.0,-1.0,0.0,unknown,no,2022
37.0,self-employed,married,tertiary,no,137.0,no,no,cellular,13.0,8,244.0,6.0,-1.0,0.0,unknown,no,2022
42.0,admin.,single,secondary,no,-247.0,yes,yes,telephone,21.0,10,519.0,1.0,166.0,1.0,other,yes,2022
26.0,admin.,single,secondary,no,321.0,yes,no,cellular,22.0,7,242.0,7.0,-1.0,0.0,unknown,no,2022
23.0,services,single,secondary,no,250.0,yes,no,cellular,18.0,5,222.0,1.0,-1.0,0.0,unknown,no,2022
50.0,management,married,tertiary,no,-470.0,yes,no,cellular,19.0,11,130.0,2.0,160.0,1.0,failure,no,2022
37.0,blue-collar,married,secondary,no,140.0,yes,yes,cellular,7.0,5,490.0,1.0,-1.0,0.0,unknown,no,2022
35.0,management,married,tertiary,no,2793.0,no,no,cellular,20.0,11,258.0,2.0,-1.0,0.0,unknown,no,2022
37.0,management,married,tertiary,no,410.0,no,no,cellular,29.0,1,337.0,2.0,-1.0,0.0,unknown,no,2022
79.0,retired,divorced,unknown,no,2628.0,no,no,telephone,8.0,7,220.0,7.0,450.0,2.0,failure,no,2022
39.0,technician,married,secondary,no,116.0,no,no,cellular,24.0,8,79.0,2.0,94.0,2.0,success,no,2022
47.0,services,married,secondary,no,0.0,yes,no,telephone,9.0,7,250.0,1.0,-1.0,0.0,unknown,no,2022
44.0,blue-collar,married,secondary,no,878.0,yes,no,cellular,2.0,6,130.0,1.0,-1.0,0.0,unknown,no,2022
36.0,management,single,tertiary,no,2944.0,no,no,cellular,18.0,8,882.0,8.0,-1.0,0.0,unknown,yes,2022
33.0,blue-collar,single,secondary,no,3975.0,yes,yes,cellular,17.0,4,515.0,1.0,150.0,1.0,other,no,2022
42.0,services,married,secondary,no,96.0,yes,no,cellular,5.0,5,238.0,3.0,340.0,2.0,failure,no,2022
35.0,technician,single,tertiary,no,2288.0,no,no,telephone,28.0,5,32.0,2.0,-1.0,0.0,unknown,no,2022
31.0,blue-collar,married,secondary,no,472.0,yes,no,,13.0,5,907.0,2.0,-1.0,0.0,unknown,no,2022
58.0,services,married,primary,no,65.0,no,no,,27.0,6,162.0,1.0,-1.0,0.0,unknown,no,2022
46.0,management,married,tertiary,no,0.0,no,no,,7.0,5,70.0,2.0,-1.0,0.0,unknown,no,2022
41.0,admin.,single,secondary,no,400.0,yes,no,,4.0,6,99.0,6.0,-1.0,0.0,unknown,no,2022
58.0,technician,married,secondary,no,7495.0,yes,no,,13.0,5,325.0,1.0,-1.0,0.0,unknown,no,2022
33.0,blue-collar,married,secondary,no,,no,yes,cellular,18.0,7,305.0,12.0,-1.0,0.0,unknown,no,2022
31.0,unemployed,married,secondary,no,24.0,yes,no,cellular,19.0,11,631.0,1.0,-1.0,0.0,unknown,no,2022
55.0,technician,divorced,secondary,no,3450.0,no,no,cellular,10.0,2,169.0,1.0,183.0,1.0,failure,yes,2022
38.0,technician,single,secondary,no,311.0,yes,no,cellular,28.0,5,61.0,2.0,-1.0,0.0,unknown,no,2022
55.0,housemaid,married,secondary,no,139.0,no,no,cellular,22.0,8,256.0,2.0,-1.0,0.0,unknown,no,2022
47.0,management,single,tertiary,no,0.0,no,no,,11.0,6,58.0,3.0,-1.0,0.0,unknown,no,2022
51.0,housemaid,married,primary,no,492.0,yes,no,,20.0,5,142.0,3.0,-1.0,0.0,unknown,no,2022
46.0,management,single,tertiary,no,334.0,yes,no,telephone,4.0,5,36.0,6.0,90.0,2.0,other,no,2022
61.0,management,married,tertiary,no,997.0,no,no,cellular,10.0,3,106.0,1.0,-1.0,0.0,unknown,yes,2022
47.0,management,single,tertiary,no,440.0,no,no,cellular,21.0,8,71.0,4.0,-1.0,0.0,unknown,no,2022
34.0,technician,married,secondary,no,47.0,no,no,cellular,25.0,8,132.0,6.0,-1.0,0.0,unknown,no,2022
34.0,blue-collar,married,secondary,no,1298.0,yes,no,,20.0,5,120.0,1.0,-1.0,0.0,unknown,no,2022
41.0,management,divorced,tertiary,no,3355.0,no,no,cellular,14.0,10,181.0,2.0,500.0,1.0,failure,no,2022
36.0,blue-collar,divorced,secondary,no,-11.0,no,no,,5.0,6,152.0,2.0,-1.0,0.0,unknown,no,2022
26.0,blue-collar,single,secondary,no,396.0,yes,no,,28.0,5,302.0,1.0,-1.0,0.0,unknown,no,2022
35.0,management,married,tertiary,no,8.0,no,no,cellular,23.0,4,93.0,3.0,-1.0,0.0,unknown,yes,2022
36.0,blue-collar,married,secondary,no,1409.0,no,no,,17.0,6,235.0,2.0,-1.0,0.0,unknown,no,2022
26.0,management,single,tertiary,no,170.0,no,no,cellular,15.0,6,129.0,1.0,-1.0,0.0,unknown,yes,2022
58.0,management,married,primary,no,2769.0,yes,no,cellular,11.0,7,94.0,2.0,-1.0,0.0,unknown,no,2022
50.0,blue-collar,married,secondary,no,2320.0,yes,no,cellular,7.0,4,310.0,1.0,-1.0,0.0,unknown,no,2022
61.0,retired,married,secondary,no,76.0,yes,no,cellular,15.0,7,195.0,7.0,-1.0,0.0,unknown,no,2022
28.0,technician,single,secondary,no,2034.0,yes,no,,21.0,5,196.0,1.0,,0.0,unknown,no,2022
49.0,blue-collar,single,primary,no,3018.0,yes,no,,15.0,5,93.0,1.0,-1.0,0.0,unknown,no,2022
74.0,retired,married,secondary,no,921.0,no,no,telephone,17.0,4,394.0,2.0,-1.0,0.0,unknown,yes,2022
53.0,blue-collar,married,secondary,no,,yes,no,cellular,3.0,2,288.0,3.0,-1.0,0.0,unknown,no,2022
46.0,self-employed,married,secondary,no,390.0,yes,no,cellular,31.0,7,208.0,2.0,-1.0,0.0,unknown,no,2022
47.0,management,married,tertiary,no,0.0,no,no,cellular,27.0,10,508.0,1.0,-1.0,0.0,unknown,yes,2022
42.0,blue-collar,single,primary,no,92.0,no,no,cellular,30.0,7,86.0,2.0,-1.0,0.0,unknown,no,2022
56.0,services,married,secondary,no,22196.0,yes,no,cellular,21.0,11,189.0,1.0,-1.0,0.0,unknown,no,2022
42.0,technician,married,secondary,no,2.0,no,no,,29.0,5,249.0,2.0,-1.0,0.0,unknown,no,2022
49.0,housemaid,married,primary,no,249.0,yes,no,cellular,21.0,11,450.0,1.0,-1.0,0.0,unknown,no,2022
43.0,unemployed,single,unknown,no,3274.0,yes,no,cellular,22.0,5,680.0,1.0,95.0,1.0,failure,no,2022
39.0,services,married,secondary,no,5731.0,yes,no,,20.0,5,175.0,2.0,-1.0,0.0,unknown,no,2022
66.0,retired,married,primary,no,206.0,no,no,cellular,9.0,2,479.0,1.0,-1.0,0.0,unknown,yes,2022
30.0,technician,single,tertiary,no,2325.0,no,no,cellular,5.0,4,270.0,3.0,241.0,4.0,other,no,2022
38.0,management,single,tertiary,no,0.0,no,no,cellular,24.0,7,164.0,1.0,-1.0,0.0,unknown,no,2022
31.0,blue-collar,married,secondary,no,1664.0,yes,no,cellular,20.0,4,158.0,1.0,182.0,1.0,success,no,2022
32.0,technician,married,secondary,no,3333.0,no,no,cellular,8.0,8,50.0,4.0,-1.0,0.0,unknown,no,2022
48.0,technician,married,secondary,no,7020.0,no,no,cellular,6.0,8,80.0,2.0,-1.0,0.0,unknown,no,2022
34.0,admin.,married,tertiary,no,37.0,no,no,cellular,6.0,2,45.0,1.0,-1.0,0.0,unknown,no,2022
28.0,student,single,secondary,no,28.0,no,no,cellular,29.0,1,220.0,2.0,-1.0,0.0,unknown,no,2022
40.0,admin.,single,secondary,no,1670.0,yes,no,,18.0,6,161.0,2.0,-1.0,0.0,unknown,no,2022
36.0,entrepreneur,married,secondary,no,134.0,no,no,,20.0,5,98.0,1.0,-1.0,0.0,unknown,no,2022
52.0,retired,married,secondary,no,603.0,no,yes,,9.0,6,79.0,1.0,-1.0,0.0,unknown,no,2022
46.0,admin.,married,primary,no,276.0,yes,yes,,6.0,5,157.0,2.0,-1.0,0.0,unknown,no,2022
25.0,technician,single,secondary,no,2157.0,yes,no,cellular,21.0,7,339.0,1.0,-1.0,0.0,unknown,no,2022
52.0,blue-collar,married,secondary,no,161.0,yes,no,,13.0,5,274.0,2.0,-1.0,0.0,unknown,no,2022
40.0,blue-collar,married,primary,no,3658.0,yes,no,,14.0,5,977.0,1.0,-1.0,0.0,unknown,no,2022
26.0,management,divorced,tertiary,yes,-402.0,no,yes,,12.0,5,127.0,2.0,-1.0,0.0,unknown,no,2022
26.0,blue-collar,single,primary,no,3342.0,yes,no,,4.0,6,329.0,4.0,-1.0,0.0,unknown,no,2022
35.0,self-employed,single,secondary,no,1732.0,no,no,telephone,21.0,11,1441.0,3.0,-1.0,0.0,unknown,no,2022
40.0,admin.,single,secondary,no,263.0,yes,no,,6.0,5,231.0,1.0,-1.0,0.0,unknown,no,2022
31.0,management,married,tertiary,no,623.0,yes,no,cellular,13.0,5,96.0,2.0,349.0,5.0,failure,no,2022
32.0,admin.,married,secondary,no,3540.0,yes,no,cellular,18.0,5,213.0,1.0,178.0,1.0,failure,no,2022
33.0,admin.,married,secondary,no,95.0,yes,no,cellular,30.0,4,335.0,1.0,-1.0,0.0,unknown,yes,2022
53.0,services,divorced,secondary,no,765.0,yes,no,cellular,14.0,5,959.0,3.0,174.0,7.0,other,yes,2022
46.0,technician,divorced,secondary,no,-824.0,yes,no,cellular,7.0,8,429.0,3.0,,0.0,unknown,yes,2022
28.0,management,single,tertiary,no,5549.0,no,no,cellular,28.0,7,383.0,6.0,-1.0,0.0,unknown,no,2022
31.0,blue-collar,married,secondary,no,191.0,yes,no,,2.0,6,40.0,1.0,-1.0,0.0,unknown,no,2022
44.0,blue-collar,married,primary,no,420.0,yes,no,,7.0,5,110.0,2.0,-1.0,0.0,unknown,no,2022
35.0,admin.,married,secondary,no,0.0,no,no,,7.0,5,326.0,1.0,-1.0,0.0,unknown,no,2022
50.0,technician,divorced,unknown,no,2706.0,yes,no,,28.0,5,179.0,3.0,-1.0,0.0,unknown,no,2022
32.0,technician,married,secondary,yes,4.0,yes,yes,cellular,25.0,8,132.0,8.0,-1.0,0.0,unknown,no,2022
51.0,admin.,married,secondary,no,423.0,yes,yes,cellular,16.0,10,95.0,1.0,-1.0,0.0,unknown,no,2022
51.0,management,married,tertiary,no,-892.0,yes,yes,cellular,14.0,8,248.0,2.0,-1.0,0.0,unknown,no,2022
31.0,blue-collar,married,unknown,no,-120.0,yes,no,cellular,3.0,2,100.0,3.0,201.0,2.0,failure,no,2022
41.0,admin.,divorced,secondary,no,-365.0,yes,no,,28.0,5,226.0,10.0,-1.0,0.0,unknown,no,2022
57.0,technician,married,tertiary,no,27069.0,no,yes,,20.0,6,174.0,3.0,-1.0,0.0,unknown,no,2022
34.0,management,single,tertiary,no,8038.0,yes,no,cellular,20.0,4,29.0,3.0,152.0,1.0,failure,no,2022
47.0,technician,married,secondary,no,,yes,no,,28.0,5,176.0,2.0,-1.0,0.0,unknown,no,2022
47.0,admin.,divorced,secondary,no,1139.0,yes,no,cellular,11.0,7,106.0,2.0,-1.0,0.0,unknown,no,2022
36.0,self-employed,married,secondary,no,189.0,yes,no,cellular,19.0,11,136.0,1.0,120.0,1.0,failure,no,2022
29.0,housemaid,single,tertiary,no,19.0,no,no,cellular,5.0,2,110.0,2.0,64.0,2.0,success,yes,2022
39.0,technician,married,secondary,no,3663.0,no,no,cellular,11.0,8,230.0,3.0,-1.0,0.0,unknown,no,2022
53.0,blue-collar,single,unknown,no,0.0,no,no,,12.0,5,140.0,7.0,-1.0,0.0,unknown,no,2022
47.0,blue-collar,married,secondary,yes,-614.0,yes,no,,26.0,5,118.0,2.0,-1.0,0.0,unknown,no,2022
51.0,technician,divorced,secondary,no,2323.0,yes,yes,cellular,18.0,8,151.0,10.0,-1.0,0.0,unknown,no,2022
48.0,blue-collar,married,secondary,no,425.0,yes,no,telephone,9.0,7,693.0,2.0,-1.0,0.0,unknown,no,2022
32.0,technician,married,secondary,no,5122.0,no,no,cellular,13.0,8,31.0,1.0,-1.0,0.0,unknown,no,2022
36.0,management,divorced,tertiary,no,608.0,no,no,cellular,26.0,8,125.0,2.0,-1.0,0.0,unknown,no,2022
50.0,,married,primary,no,341.0,yes,yes,cellular,20.0,4,670.0,4.0,340.0,2.0,success,yes,2022
39.0,admin.,married,secondary,no,607.0,yes,no,cellular,12.0,5,454.0,2.0,364.0,3.0,failure,yes,2022
31.0,blue-collar,married,secondary,no,1495.0,yes,yes,,23.0,5,159.0,3.0,-1.0,0.0,unknown,no,2022
49.0,admin.,married,secondary,no,381.0,no,no,cellular,5.0,8,504.0,2.0,-1.0,0.0,unknown,no,2022
33.0,unemployed,divorced,secondary,no,385.0,no,no,telephone,27.0,8,29.0,28.0,-1.0,0.0,unknown,no,2022
26.0,management,single,tertiary,no,1274.0,yes,no,cellular,1.0,6,190.0,1.0,84.0,1.0,failure,no,2022
27.0,blue-collar,married,secondary,no,362.0,yes,no,,14.0,5,332.0,2.0,-1.0,0.0,unknown,no,2022
51.0,blue-collar,married,primary,no,377.0,yes,no,telephone,3.0,2,143.0,4.0,272.0,1.0,failure,no,2022
26.0,admin.,single,secondary,no,802.0,no,no,cellular,30.0,1,77.0,1.0,2.0,2.0,other,no,2022
45.0,admin.,married,secondary,no,194.0,no,no,cellular,31.0,7,517.0,4.0,-1.0,0.0,unknown,no,2022
54.0,technician,married,secondary,no,-315.0,no,yes,cellular,10.0,7,2029.0,1.0,-1.0,0.0,unknown,yes,2022
49.0,technician,married,tertiary,no,1843.0,yes,no,cellular,25.0,5,269.0,1.0,-1.0,0.0,unknown,no,2022
47.0,technician,married,secondary,no,-9.0,no,no,cellular,14.0,8,457.0,2.0,-1.0,0.0,unknown,no,2022
42.0,housemaid,married,primary,no,83.0,no,yes,cellular,7.0,8,184.0,1.0,-1.0,0.0,unknown,no,2022
50.0,entrepreneur,married,tertiary,no,433.0,yes,no,cellular,18.0,5,47.0,4.0,-1.0,0.0,unknown,no,2022
37.0,admin.,married,secondary,no,-107.0,yes,no,,28.0,5,158.0,2.0,-1.0,0.0,unknown,no,2022
54.0,blue-collar,married,primary,no,4503.0,no,no,telephone,21.0,11,168.0,3.0,-1.0,0.0,unknown,no,2022
40.0,services,married,secondary,no,51.0,yes,no,cellular,11.0,5,50.0,1.0,-1.0,0.0,unknown,no,2022
50.0,services,married,secondary,no,961.0,no,yes,cellular,14.0,8,757.0,4.0,-1.0,0.0,unknown,no,2022
57.0,retired,married,secondary,no,49.0,yes,yes,cellular,25.0,8,93.0,4.0,-1.0,0.0,unknown,no,2022
33.0,technician,married,secondary,no,3470.0,no,no,cellular,11.0,8,285.0,2.0,-1.0,0.0,unknown,no,2022
49.0,technician,married,secondary,no,-147.0,yes,no,cellular,20.0,4,390.0,1.0,-1.0,0.0,unknown,no,2022
35.0,services,married,secondary,no,0.0,yes,no,cellular,18.0,5,146.0,2.0,-1.0,0.0,unknown,no,2022
28.0,blue-collar,single,secondary,no,0.0,yes,no,,28.0,5,386.0,1.0,-1.0,0.0,unknown,no,2022
58.0,management,married,tertiary,no,172.0,no,no,cellular,19.0,8,145.0,7.0,-1.0,0.0,unknown,no,2022
